PROGRAM,PRINCPIAL INVESTIGATOR,INSTITUTE,DEPLOYMENT DATE,DEPLOYMENT LAT,DEPLOYMENT LON,DEPLOYMENT SHIP,IMEI,REF,SERIAL NUMBER,MODEL,SENSOR_MODEL
Argo Canada,Blair Greenan,BIO,2026-02-18T05:00:29,54.473972,-51.867512,,300125062390780,4902707,10878,APEX,GENERIC_TEMP_SALINITY_DEPTH_PROBE
